# path	sha	deps	docs	tests	names
# Генерируется scripts/dep-index.py — не править руками.
bin/resolve-claudsoul-repo.sh	30453fd96e38	install.sh	docs/decisions.md,skills/enrich/SKILL.md,skills/entity/SKILL.md,skills/ingest/SKILL.md,skills/wiki/SKILL.md	hooks/tests/test_adv2_guard_absent_ignores_prior_checks.sh,hooks/tests/test_adv2_guard_clean_machine_false_drift.sh,hooks/tests/test_adv2_guard_reg_counts_foreign_hooks.sh,hooks/tests/test_adv2_guard_reg_missing_is_silent.sh,hooks/tests/test_adv2_guard_skills_differ_reads_absent.sh,hooks/tests/test_adv3_env_override.sh,hooks/tests/test_adv3_relative_pointer.sh,hooks/tests/test_adv5_scan_coverage_gap.sh,hooks/tests/test_drift_check.sh,hooks/tests/test_multibyte_var_boundary.sh,hooks/tests/test_paths_lib.sh,hooks/tests/test_uninstall.sh	resolve_claudsoul_repo
lib/claude-md-merge.sh	ae9cac5a1e53	install.sh	.claude-docs/modules/rules-write-bypass.md	hooks/tests/drift-check.sh,hooks/tests/test_adv2_guard_absent_ignores_prior_checks.sh,hooks/tests/test_adv2_guard_clean_machine_false_drift.sh,hooks/tests/test_adv2_guard_reg_counts_foreign_hooks.sh,hooks/tests/test_adv2_guard_reg_missing_is_silent.sh,hooks/tests/test_adv2_guard_skills_differ_reads_absent.sh,hooks/tests/test_adv3_guard_first_pair_absent_lies.sh,hooks/tests/test_adv3_guard_rules_receiver_unprobed.sh,hooks/tests/test_adv_guard_all_files_differ_absent.sh,hooks/tests/test_adv_guard_partial_install_absent.sh,hooks/tests/test_adv_guard_zero_registrations_ok.sh,hooks/tests/test_claude_md_merge.sh,hooks/tests/test_drift_check.sh,hooks/tests/test_drift_pair_actually_compares.sh,hooks/tests/test_multibyte_var_boundary.sh,hooks/tests/test_rules_write_bypass.sh	sync_claude_md
mcp-server/brain.py	962184e4e42b		docs/architecture.md	mcp-server/tests/test_frontmatter.py	export_brain,import_brain
mcp-server/cli_cross_contour_rank.py	332fae868881	hooks/knowledge-audit-digest.sh	docs/architecture.md		main
mcp-server/cli_search.py	15483fb3427d		docs/architecture.md,docs/decisions.md	hooks/tests/test_injection_log.sh,hooks/tests/test_knowledge_activator.sh	main
mcp-server/frontmatter.py	4f8d8b05bfb3	hooks/yaml-lib.sh		hooks/tests/test_adv3_kia_signals_from_body.sh	read_frontmatter,split_frontmatter
mcp-server/indexer.py	dbb6b9c17bee			hooks/tests/test_adv_bump_case_mention_suppresses_link.sh,hooks/tests/test_adv_bump_inline_source_cases.sh,mcp-server/tests/test_adv2_cache_dir_tilde.py	build_search_text,cache_dir,embed_text,embed_texts,get_model,index_all,parse_domain_file,parse_knowledge_file,scan_domains,scan_knowledge_dir
mcp-server/ingest/cli.py	75e4fcf5e3c2	mcp-server/frontmatter.py	.claude-docs/modules/doc-impact-check.md		cmd_activate,cmd_discover,cmd_integrate,cmd_parse,cmd_show_entity,cmd_show_schema,cmd_slug,main
mcp-server/ingest/discovery.py	05f8573890ea		bridges/L2-L2-cross-contour.md,docs/architecture.md		DiscoverySummary,detect_co_occurrence,detect_contradictions,detect_cross_contour_mentions,detect_shared_attribute,discover
mcp-server/ingest/integrate.py	07f01c5147f9		docs/architecture.md,docs/ingestion-pipeline.md		IntegrateSummary,integrate,recalc_confidence
mcp-server/ingest/normalize.py	0679e21659d6		docs/ingestion-pipeline.md		normalize
mcp-server/ingest/parse.py	d4c1ebad238d		docs/ingestion-pipeline.md		Block,ParseResult,parse
mcp-server/ingest/readers/markitdown_reader.py	852a7eee2115		docs/ingestion-pipeline.md		read
mcp-server/ingest/readers/pass_through.py	bd9df9892df3		docs/ingestion-pipeline.md	mcp-server/tests/test_parse.py,mcp-server/tests/test_source_store.py	read
mcp-server/ingest/readers/pymupdf4llm_reader.py	324d5f86f5c0		docs/ingestion-pipeline.md		read
mcp-server/ingest/readers/text_wrap.py	bb2fd8c5a7d9		docs/ingestion-pipeline.md	mcp-server/tests/test_parse.py	read
mcp-server/ingest/source_store.py	34d6a642673e			mcp-server/tests/test_e2e.py,mcp-server/tests/test_source_store.py	SourceIndexEntry,SourceStore
mcp-server/server.py	3ddbf8f095cc			hooks/tests/test_adv_dep_index_public_names.sh	brain_export,brain_import,get_knowledge,knowledge_graph,knowledge_stats,open_dashboard,open_graph,reindex_knowledge,search_knowledge
mcp-server/storage.py	485e49aed816	mcp-server/server.py			dashboard_data,get_connection,get_meta,get_stats,graph_data,init_db,remove_stale,search,set_meta,upsert_knowledge
mcp-server/visualization/serve.py	a746b824c6be		docs/architecture.md	mcp-server/tests/test_serve_security.py	Handler,main
scripts/ab-authorization-replay.sh	603c225f907f	hooks/lib/backfill-replay-one.sh,hooks/portable-lib.sh	.claude-docs/modules/adr-010-authorization.md,CLAUDE.md	hooks/tests/test_stat_flag_order.sh	count_type,run_replay
scripts/ablation/checker.sh	d559b6d9a028		.claude-docs/modules/ablation-runner.md	hooks/tests/test_ablation_pair_cycle.sh,hooks/tests/test_adv5_scan_coverage_gap.sh	now,sha
scripts/ablation/core/inject.py	cfa267f07606		.claude-docs/modules/ablation-runner.md,.claude-docs/modules/doc-impact-check.md	hooks/tests/test_ablation_core_inject.sh,hooks/tests/test_ablation_runner.sh	head_fields,main,query_terms,score
scripts/ablation/dry-run-activator.sh	0a29f8f80da6	hooks/knowledge-activator.sh,scripts/ablation/snapshot.sh	.claude-docs/modules/ablation-runner.md	hooks/tests/test_ablation_runner.sh,hooks/tests/test_adv5_scan_coverage_gap.sh	
scripts/ablation/env-diff.sh	55953f5ac9e1	scripts/ablation/core/inject.py	.claude-docs/modules/ablation-runner.md	hooks/tests/test_ablation_runner.sh,hooks/tests/test_adv5_scan_coverage_gap.sh,hooks/tests/test_signal_has_counterexample.sh	say
scripts/ablation/freeze-policy.sh	b512d8ed481f	scripts/ablation/phase.sh	.claude-docs/modules/ablation-runner.md,docs/ablation-protocol.md	hooks/tests/test_ablation_finish.sh,hooks/tests/test_adv5_scan_coverage_gap.sh	
scripts/ablation/journal.sh	4e39e5919571		.claude-docs/modules/ablation-runner.md	hooks/tests/test_ablation_finish.sh,hooks/tests/test_ablation_journal.sh,hooks/tests/test_ablation_pair_cycle.sh,hooks/tests/test_ablation_phase_guard.sh,hooks/tests/test_ablation_runner.sh,hooks/tests/test_ablation_sampler.sh,hooks/tests/test_adv5_scan_coverage_gap.sh	now
scripts/ablation/pair-analyze.py	8cd912368c46		.claude-docs/modules/ablation-runner.md	hooks/tests/test_ablation_analyze.sh	agresti_min_ci,analyze,classify,main,mcnemar_exact_p
scripts/ablation/pair.sh	b3a54f21fddc		.claude-docs/modules/ablation-runner.md	hooks/tests/test_ablation_pair_cycle.sh,hooks/tests/test_adv5_scan_coverage_gap.sh	now,outcome_of
scripts/ablation/parse-transcript.py	b386ffed5d85		.claude-docs/modules/ablation-runner.md	hooks/tests/test_ablation_finish.sh	main
scripts/ablation/phase.sh	5cc3b85c834d	hooks/ablation-phase-guard.sh	.claude-docs/modules/ablation-runner.md,.claude-docs/modules/doc-impact-check.md	hooks/tests/test_ablation_finish.sh,hooks/tests/test_ablation_phase_guard.sh,hooks/tests/test_adv5_scan_coverage_gap.sh,hooks/tests/test_doc_impact_check.sh,hooks/tests/test_stopping_message_names_outcome.sh	
scripts/ablation/sampler.py	ab6992a137a0		.claude-docs/modules/ablation-runner.md	hooks/tests/test_ablation_finish.sh,hooks/tests/test_ablation_sampler.sh	ablation_dir,check_commitment,cmd_decide,cmd_verify,cmd_verify_pulse,journal_events,load_pulse,main,parse_ts,salt_bytes
scripts/ablation/shadow-run.sh	5a5316ecde0a	scripts/ablation/env-diff.sh,scripts/ablation/snapshot.sh	.claude-docs/modules/ablation-runner.md	hooks/tests/test_ablation_runner.sh,hooks/tests/test_adv5_scan_coverage_gap.sh,hooks/tests/test_signal_has_counterexample.sh	
scripts/ablation/snapshot.sh	ec27e98d0325	scripts/ablation/core/inject.py	.claude-docs/modules/ablation-runner.md	hooks/tests/test_ablation_runner.sh,hooks/tests/test_adv5_scan_coverage_gap.sh	sha
scripts/authorization-replay.py	b2395861fcb3	hooks/authorization-lib.sh	.claude-docs/modules/adr-010-authorization.md		classify,main
scripts/backlog-archive.sh	3a32906be570	hooks/backlog-lib.sh,scripts/backlog-recheck.sh,scripts/backlog-refresh-readings.sh	.claude-docs/modules/backlog-item-shape.md,.claude-docs/modules/root-cause.md	hooks/tests/test_backlog_archive.sh,hooks/tests/test_backlog_closure_contract.sh,hooks/tests/test_backlog_item_shape.sh,hooks/tests/test_session_collector.sh	
scripts/backlog-recheck.sh	95573cdd902d	hooks/root-cause-lib.sh,install.sh	.claude-docs/modules/root-cause.md,CLAUDE.md,docs/development.md	hooks/tests/test_backlog_recheck.sh,hooks/tests/test_backlog_return_check.sh,hooks/tests/test_backlog_vanish.sh,hooks/tests/test_external_events.sh	report
scripts/backlog-refresh-readings.sh	81bbade122ed	hooks/backlog-reading-refresh.sh,hooks/declared-problem-recorded.sh,hooks/session-collector.sh	.claude-docs/modules/root-cause.md	hooks/tests/test_backlog_reading_refresh.sh,hooks/tests/test_outcome_journal.sh	
scripts/backlog-return-check.sh	011769698bcc	hooks/backlog-lib.sh,scripts/backlog-recheck.sh	.claude-docs/modules/backlog-item-shape.md,docs/development.md	hooks/tests/test_backlog_item_shape.sh,hooks/tests/test_backlog_return_check.sh	
scripts/backlog-stale-reads.sh	dce153892c60	hooks/backlog-reading-refresh.sh,scripts/outcome-share.sh		hooks/tests/test_backlog_reading_refresh.sh	
scripts/calibrate.py	b4dd8fddd943	hooks/intrusiveness-state-lib.sh,hooks/intrusiveness-tracker.sh,hooks/metrics-collector.sh,hooks/session-start.sh	docs/calibration-v1.4-backfill.md,docs/calibration-v1.4.md	hooks/tests/test_backfill_aggregate.sh,hooks/tests/test_instruments_honest.sh,hooks/tests/test_startup_signals.sh	analyze,fmt_stats,fold_by_session,histogram_block,is_valid_chunk,load_history,main,pct,render,render_recommendations,stats
scripts/ci-status.sh	504bd14d72a5	hooks/root-cause-lib.sh	.claude-docs/modules/root-cause.md,CLAUDE.md	hooks/tests/test_adv3_heredoc_line_scope.sh,hooks/tests/test_adv4_dquote_subst_scope.sh,hooks/tests/test_ci_check_reminder.sh,hooks/tests/test_external_events.sh	
scripts/colon-lead-in-count.py	2db30787d688	scripts/meta-contamination.py			main,user_texts
scripts/count-stats.sh	14fb5e5bdac9	install.sh	CLAUDE.md,README.md,README.ru.md,docs/decisions.md,docs/development.md	hooks/tests/test_count_stats_patch.sh,hooks/tests/test_derived_counts_inventory.sh,hooks/tests/test_docs_family_check.sh,hooks/tests/test_module_doc_registration_claims.sh,mcp-server/tests/test_doc_counts.py	patch_stats_line,ru_form
scripts/dead-sensor-check.sh	97e7e13b361d	scripts/fix-level-replay.py,scripts/question-survival.py	docs/architecture.md,docs/decisions.md	hooks/tests/test_dead_sensor_check.sh	
scripts/defect-class-carriers.py	9c983526bd11	hooks/detection-signals-lib.sh,hooks/five-whys-gate.sh,hooks/knowledge-activator.sh,hooks/knowledge-audit-digest.sh,hooks/metrics-collector.sh,scripts/escalation-age.sh,scripts/knowledge-independence.py,scripts/state-size.sh	.claude-docs/modules/defect-class-carriers.md,rules/CLAUDE.md,skills/adversary/SKILL.md,skills/retro/SKILL.md		carriers_a,carriers_b,main,tracked
scripts/dep-index.py	7e62d55e8d7e	hooks/auto-scanner.sh,hooks/bridge-health-digest.sh,hooks/knowledge-audit-digest.sh,hooks/knowledge-counter-bump.sh,install.sh,mcp-server/server.py,scripts/ablation/core/inject.py	.claude-docs/modules/doc-impact-check.md,rules/CLAUDE.md,skills/adversary/SKILL.md,skills/retro/SKILL.md	hooks/tests/test_adv2_dep_index_changed_tests.sh,hooks/tests/test_adv2_dep_index_path_mention.sh,hooks/tests/test_adv2_doc_impact_commit_a.sh,hooks/tests/test_adv2_doc_impact_stale_row.sh,hooks/tests/test_adv3_dep_abs_path.sh,hooks/tests/test_adv3_dep_basename_collision.sh,hooks/tests/test_adv3_dep_marker_in_comment.sh,hooks/tests/test_adv3_dep_merge_conflict.sh,hooks/tests/test_adv3_dep_partial_stage.sh,hooks/tests/test_adv3_dep_tsv_escaping.sh,hooks/tests/test_adv_dep_index_changed_partial.sh,hooks/tests/test_adv_dep_index_data_region_deletion.sh,hooks/tests/test_adv_dep_index_data_region_worktree.sh,hooks/tests/test_adv_dep_index_nonascii_paths.sh,hooks/tests/test_adv_dep_index_plist_dependents.sh,hooks/tests/test_adv_dep_index_public_names.sh,hooks/tests/test_adv_doc_impact_space_path.sh,hooks/tests/test_adv_doc_impact_throttle_content.sh,hooks/tests/test_doc_impact_check.sh,hooks/tests/test_doc_state_decision.sh,hooks/tests/test_external_events.sh,hooks/tests/test_signal_has_counterexample.sh	IndexConflict,build,carriers,changed_lines_are_data,dec,deps_of,documents,enc,impact,is_snapshot,join_list,load,load_or_report,main,mechanisms,mentions,normalize,public_names,read,save,sha,split_list,tests,tracked
scripts/detection-share.sh	6fd0743d1b08		.claude-docs/modules/root-cause.md,docs/architecture.md,docs/decisions.md	hooks/tests/test_rework_detector.sh,hooks/tests/test_root_cause_lib.sh	
scripts/doc-state-decisions.sh	2bb908824f5a		.claude-docs/modules/doc-impact-check.md,rules/CLAUDE.md	hooks/tests/test_doc_state_decision.sh	
scripts/docs-duplicates.sh	c65d771cb2bc		.claude-docs/modules/docs-audit.md,CLAUDE.md	hooks/tests/test_docs_match_tree.sh,hooks/tests/test_module_doc_measurement_claims.sh	
scripts/docs-inventory.sh	bf372625f60a	hooks/five-whys-gate.sh,install.sh,mcp-server/cli_search.py,scripts/docs-duplicates.sh	.claude-docs/modules/docs-audit.md,CLAUDE.md	hooks/tests/test_derived_counts_inventory.sh,hooks/tests/test_docs_match_tree.sh,hooks/tests/test_drift_pairs_cover_install.sh,hooks/tests/test_module_doc_measurement_claims.sh,hooks/tests/test_module_doc_registration_claims.sh	
scripts/escalation-age.sh	3e19ea2ac1b0	hooks/portable-lib.sh		hooks/tests/test_knowledge_fields.sh,hooks/tests/test_measurement_due.sh	
scripts/fix-level-replay.py	444543b0bbe9	hooks/fix-level-check.sh,scripts/ab-authorization-replay.sh	.claude-docs/modules/fix-level-check.md,.claude-docs/modules/root-cause.md		extract_list,main
scripts/knowledge-independence.py	68cc840cc742	hooks/knowledge-counter-bump.sh	CLAUDE.md	hooks/tests/test_error_tracker.sh	sessions_of
scripts/knowledge-instrument-audit.sh	64f1cb7dcbc9	scripts/measurement-due.sh	CLAUDE.md,docs/development.md	hooks/tests/test_adv2_kia_body_blocker_inflates_acting.sh,hooks/tests/test_adv2_kia_guessed_date_hardens.sh,hooks/tests/test_adv2_kia_ledger_amnesty_by_typo.sh,hooks/tests/test_adv2_kia_reached_exceeds_stored.sh,hooks/tests/test_adv2_kia_unreadable_hidden_when_queue_empty.sh,hooks/tests/test_adv2_kia_verdict_never_pronounced.sh,hooks/tests/test_adv3_kia_blocker_capital_true.sh,hooks/tests/test_adv3_kia_empty_base_percent.sh,hooks/tests/test_adv3_kia_field_trailing_comment.sh,hooks/tests/test_adv3_kia_frontmatter_boundary.sh,hooks/tests/test_adv3_kia_guessed_age_hidden.sh,hooks/tests/test_adv3_kia_injected_false_counted.sh,hooks/tests/test_adv3_kia_signals_chomped_scalar.sh,hooks/tests/test_adv3_kia_signals_from_body.sh,hooks/tests/test_adv_kia_crash_reads_as_finding.sh,hooks/tests/test_adv_kia_ledger_corruption_amnesty.sh,hooks/tests/test_adv_kia_queue_age_lies.sh,hooks/tests/test_adv_kia_silent_dropout.sh,hooks/tests/test_adv_kia_verdict_case_escape.sh,hooks/tests/test_instrument_queue_age.sh,hooks/tests/test_knowledge_instrument_audit.sh	
scripts/launchd-freshness.sh	e74deb6a48e1	hooks/portable-lib.sh,scripts/measurement-due.sh		hooks/tests/test_launchd_freshness.sh,hooks/tests/test_signal_has_counterexample.sh	
scripts/measure-linux-parity.sh	c84396945831				
scripts/measurement-due.sh	bed0307d36f3		CLAUDE.md,docs/development.md	hooks/tests/test_adv2_kia_ledger_amnesty_by_typo.sh,hooks/tests/test_adv2_kia_unreadable_hidden_when_queue_empty.sh,hooks/tests/test_adv3_kia_empty_base_percent.sh,hooks/tests/test_adv3_kia_frontmatter_boundary.sh,hooks/tests/test_adv3_kia_guessed_age_hidden.sh,hooks/tests/test_adv3_kia_signals_chomped_scalar.sh,hooks/tests/test_adv_kia_crash_reads_as_finding.sh,hooks/tests/test_error_tracker.sh,hooks/tests/test_launchd_freshness.sh,hooks/tests/test_measurement_due.sh,hooks/tests/test_outcome_journal.sh	
scripts/mechanisms-born.sh	c5edcb7c9c91	scripts/ablation/journal.sh		hooks/tests/test_mechanisms_born.sh	
scripts/meta-contamination.py	5d1bcf3d1f0d	hooks/intrusiveness-classify-lib.sh,hooks/itr-event-detector.sh,hooks/reformulation-tracker.sh,hooks/user-correction-guard.sh			bash_array,bash_regexes,corpus,main,scan,sensors
scripts/outcome-share.sh	2ab2bb6c0d75	hooks/backlog-touch-check.sh,hooks/root-cause-lib.sh,scripts/measurement-due.sh	.claude-docs/modules/root-cause.md,docs/decisions.md	hooks/tests/test_outcome_journal.sh	
scripts/outcome.sh	c82f9ae7ec1b	hooks/declared-problem-recorded.sh,hooks/root-cause-lib.sh	.claude-docs/modules/root-cause.md	hooks/tests/test_outcome_journal.sh	
scripts/producer-filter-check.sh	2e76b438e5f0	hooks/hook-input-lib.sh,hooks/user-correction-guard.sh	docs/decisions.md,docs/development.md	hooks/tests/test_instrument_contract.sh,hooks/tests/test_producer_filter_check.sh	
scripts/project-conformance.sh	07bfbdff4d4e	hooks/auto-scanner.sh,hooks/claude-md-size-check.sh,hooks/docs-family-check.sh,hooks/pre-compact-handoff.sh,hooks/session-collector.sh	CLAUDE.md,skills/init-project/SKILL.md	hooks/tests/test_project_conformance.sh	
scripts/publish-public.sh	6ca062763eac	scripts/count-stats.sh,scripts/regen-seed.py	.claude-docs/modules/publish-replace.md,CLAUDE.md	hooks/tests/test_publish_history_gate.sh,hooks/tests/test_publish_public.sh	bad,cleanup,gate_fail,history_forbidden_tokens,ok,say,warn
scripts/question-survival.py	417dcdfa6918	hooks/inquiry-gap.sh	.claude-docs/modules/root-cause.md		main,question_words
scripts/regen-readme-skills.sh	11373f391747	install.sh	README.md,README.ru.md,docs/development.md,docs/reference.md,docs/reference.ru.md	hooks/tests/test_adv2_docs_family_index_vs_worktree.sh,hooks/tests/test_adv2_docs_family_quotepath.sh,hooks/tests/test_adv3_en_window.sh,hooks/tests/test_adv3_guard_vs_generator.sh,hooks/tests/test_adv3_wrapped_terminator.sh,hooks/tests/test_adv4_cyrillic_continuation.sh,hooks/tests/test_adv4_guard_crash_verdict.sh,hooks/tests/test_adv4_marker_twice_truncates.sh,hooks/tests/test_adv4_markerless_success.sh,hooks/tests/test_adv4_trap_unbound_leak.sh,hooks/tests/test_adv5_continuation_backtick.sh,hooks/tests/test_adv5_empty_table_wipe.sh,hooks/tests/test_adv5_partial_section_success.sh,hooks/tests/test_adv_git_commit_scope.sh,hooks/tests/test_command_scope.sh,hooks/tests/test_docs_family_check.sh,hooks/tests/test_hook_header_contract.sh	replace_section
scripts/regen-seed.py	7896ee8237f4		CLAUDE.md,docs/decisions.md,docs/development.md	hooks/tests/drift-check.sh,hooks/tests/test_adv2_guard_absent_ignores_prior_checks.sh,hooks/tests/test_adv2_guard_clean_machine_false_drift.sh,hooks/tests/test_adv2_guard_reg_counts_foreign_hooks.sh,hooks/tests/test_adv2_guard_reg_missing_is_silent.sh,hooks/tests/test_adv2_guard_skills_differ_reads_absent.sh,hooks/tests/test_adv3_guard_rules_receiver_unprobed.sh,hooks/tests/test_adv3_guard_seed_pair_counts_alien_check.sh,hooks/tests/test_adv_guard_all_files_differ_absent.sh,hooks/tests/test_adv_guard_partial_install_absent.sh,hooks/tests/test_adv_guard_zero_registrations_ok.sh,hooks/tests/test_publish_public.sh,mcp-server/tests/test_doc_counts.py,mcp-server/tests/test_seed_integrity.py	build,current_seed,main,reset_counters,should_ship
scripts/second-contour-freshness.sh	f6c00674613b	hooks/knowledge-audit-digest.sh		hooks/tests/test_error_tracker.sh,hooks/tests/test_knowledge_fields.sh	
scripts/signal-precision.sh	6c97df2b5ebf	scripts/stopper-effect.sh	.claude-docs/modules/root-cause.md		
scripts/smoke-test.sh	25a4cd89f55b	install.sh,scripts/regen-seed.py	CLAUDE.md,README.md,README.ru.md	mcp-server/tests/test_seed_integrity.py	check_fail,check_pass,check_warn
scripts/split-provenance-log.py	36d9472ea971	hooks/knowledge-counter-bump.sh	CLAUDE.md	hooks/tests/test_disagreement_loop.sh	Skip,entry_kind,frontmatter_bounds,main,migrate,parse_block
scripts/state-size.sh	7c99d7015d32	hooks/intrusiveness-tracker.sh,hooks/knowledge-activator.sh		hooks/tests/test_state_hygiene.sh	
scripts/statusline-claudsoul.sh	7ea345e66da2	scripts/ablation/phase.sh	CLAUDE.md	hooks/tests/drift-check.sh,hooks/tests/test_adv2_guard_absent_ignores_prior_checks.sh,hooks/tests/test_adv2_guard_clean_machine_false_drift.sh,hooks/tests/test_adv2_guard_reg_counts_foreign_hooks.sh,hooks/tests/test_adv2_guard_reg_missing_is_silent.sh,hooks/tests/test_adv2_guard_skills_differ_reads_absent.sh,hooks/tests/test_adv3_guard_first_pair_absent_lies.sh,hooks/tests/test_adv3_guard_rules_receiver_unprobed.sh,hooks/tests/test_adv_guard_all_files_differ_absent.sh,hooks/tests/test_adv_guard_partial_install_absent.sh,hooks/tests/test_adv_guard_zero_registrations_ok.sh,hooks/tests/test_drift_pair_actually_compares.sh,hooks/tests/test_uninstall.sh	
scripts/stopper-effect.sh	8be8fc8737a5			hooks/tests/test_stopper_effect.sh	
scripts/usage-outcome-audit.py	0a9f150937fd		.claude-docs/modules/usage-outcome-audit.md	hooks/tests/test_error_tracker.sh,hooks/tests/test_usage_outcome_audit.sh	day,load,main,week
uninstall.sh	b0c14749224f	bin/resolve-claudsoul-repo.sh,install.sh,scripts/statusline-claudsoul.sh	CLAUDE.md,README.md,README.ru.md	hooks/tests/drift-check.sh,hooks/tests/test_adv3_guard_seed_pair_counts_alien_check.sh,hooks/tests/test_uninstall.sh	note,plan
